Ren	114.0 	66.7 	114.1 	66.7 
Arn	230.0 	73.6 	220.4 	70.5 
Bic	819.0 	270.9 	611.8 	202.4 
Esn	1106.0 	296.3 	533.8 	143.0 
Lat	1076.7 	251.6 	797.7 	186.4 
Col	4275.0 	505.0 	1931.8 	228.2 
Clt	30390.9 	2663.9 	7969.6 	698.6 
Usc	276664.8 	21114.0 	58958.3 	4499.5 
Cog	437400.0 	43740.0 	82873.8 	8287.4 
