k=1	0.55	0.49
k=2	0.8	0.63
k=3	1.54	1.1
k=1	0.56	0.54
k=2	1.2	1.1
k=3	5.5	3.6
k=1	1.9	0.9
k=2	10.9	3.1
k=3	15	4
