k=1	0.41	0.4
k=2	0.44	0.4
k=3	0.42	0.41
k=1	0.45	0.41
k=2	0.46	0.41
k=3	0.48	0.41
k=1	0.54	0.48
k=2	0.54	0.49
k=3	0.81	0.47
| 0 0
k=1	0.55	0.49
k=2	0.8	0.63
k=3	1.54	1.1
k=1	0.56	0.54
k=2	1.2	1.1
k=3	5.5	3.6
k=1	1.9	0.9
k=2	10.9	3.1
k=3	15	4
