Ren	4.481777916	4.216510432	4.648986138
Arn	2.727922303	2.786926097	2.516773288
Bic	2.260189392	2.27122378	2.465578755
Esn	4.059711547	3.966662709	4.41698141
Lat	27.26805659	27.41187595	22.30170648
Col	2.567420454	2.567420454	2.318112427
Clt	10.9129954	11.46051666	13.82228148
Usc	8.437940244	8.654826421	10.22989778
Cog	3.805614634	3.936637041	8.474398795
