Ren	14234.0 	35578.0 	10845.0 
Arn	17343.0 	43275.0 	5366.0 
Bic	43744.0 	44051.0 	7054.0 
Esn	85400.0 	38637.0 	6557.0 
Lat	70375.0 	96375.0 	14929.0 
Col	171801.0 	32212.0 	8615.0 
Clt	940107.0 	36240.0 	14101.0 
Usc	1436025.0 	65239.0 	20012.0 
Cog	2421334.0 	75762.0 	26197.0 
